no,sbsncd,sbsnnm_1,bbsncd_1,mbsncd_1,area
499,102302#02,사미천 n to 102303#01,10,1023,
500,102303#01,눌노천합류후 n to 102304#01,10,1023,
501,102304#01,파주시(통일대교) s to 102304#02,10,1023,
502,102304#02,문산천합류후 n to 102309#01,10,1023,
503,102305#01,파주시(만장교) s to 102305#02,10,1023,
504,102305#02,문산천상류 n to 102306#01,10,1023,
505,102306#01,파주시(아가메교) s to 102306#02,10,1023,
506,102306#02,문산천하류 n to 102309#01,10,1023,
507,102307#01,백전리하천 n to 102308#02,10,1023,
508,102308#01,백전리하천합류전 n to 102308#02,10,1023,
509,102308#02,사천 n to 102309#02,10,1023,
510,102309#01,사천합류전 n to 102309#02,10,1023,
511,102309#02,임진강하류 n to 102401#02,10,1023,
512,102401#01,한강합류전 n to 102401#02,10,1024,
513,102401#02,임진강합류전 n to 102401#03,10,1024,
514,102401#03,한강하류 n to 000000#02,10,1024,
515,110101#01,금광저수지 f to 110101#02,11,1101,
516,110101#02,안성시(옥산대교) s to 110101#03,11,1101,
517,110101#03,안성천상류 n to 110107#01,11,1101,
518,110102#01,고삼저수지 f to 110103#01,11,1101,
519,110103#01,한천 n to 110107#01,11,1101,
520,110104#01,청룡천 n to 110107#02,11,1101,
521,110105#01,입장천 n to 110107#04,11,1101,
522,110106#01,성환천 n to 110107#06,11,1101,
523,110107#01,청룡천합류전 n to 110107#02,11,1101,
524,110107#02,안성시(건천리) s to 110107#03,11,1101,
525,110107#03,입장천합류전 n to 110107#04,11,1101,
526,110107#04,천안시(안성천교) s to 110107#05,11,1101,
527,110107#05,성환천합류전 n to 110107#06,11,1101,
528,110107#06,평택시(군문교) s to 110108#01,11,1101,
529,110108#01,진위천합류전 n to 110116#01,11,1101,
530,110109#01,이동저수지 f to 110114#01,11,1101,
531,110110#01,기흥저수지 f to 110111#01,11,1101,
532,110111#01,오산시(탑동대교) s to 110111#02,11,1101,
533,110111#02,오산천 n to 110114#03,11,1101,
534,110112#01,황구지천상류 n to 110113#01,11,1101,
535,110113#01,화성시(화산교) s to 110113#02,11,1101,
536,110113#02,화성시(수직교) s to 110113#03,11,1101,
537,110113#03,황구지천하류 n to 110114#05,11,1101,
538,110114#01,평택시(진위1교) s to 110114#02,11,1101,
539,110114#02,진위천지방 n to 110114#03,11,1101,
540,110114#03,평택시(회화리) s to 110114#04,11,1101,
541,110114#04,황구지천합류전 n to 110114#05,11,1101,
542,110114#05,평택시(동연교) s to 110115#01,11,1101,
543,110115#01,진위천 n to 110116#01,11,1101,
544,110116#01,평택시(팽성대교) s to 110116#02,11,1101,
545,110116#02,아산방조제상류 n to 110118#01,11,1101,
546,110117#01,둔포천 n to 110118#01,11,1101,
547,110118#01,아산방조제 f to 000000#01,11,1101,
548,130106#01,영덕호 f to 130106#02,13,1301,
549,130106#02,오색천합류전 n to 130106#04,13,1301,
550,130106#03,오색천 n to 130106#04,13,1301,
551,130106#04,장승천합류전 n to 130106#06,13,1301,
552,130106#05,장승천 n to 130106#06,13,1301,
553,130106#06,후천 n to 130107#07,13,1301,
554,130107#01,면옥치천합류전 n to 130107#03,13,1301,
555,130107#02,면옥치천 n to 130107#03,13,1301,
556,130107#03,어성전천합류전 n to 130107#05,13,1301,
557,130107#04,어성전천 n to 130107#05,13,1301,
558,130107#05,양양군(용천2교) s to 130107#06,13,1301,
559,130107#06,후천합류전 n to 130107#07,13,1301,
560,130107#07,거마천합류후 n to 130107#08,13,1301,
561,130107#08,양양군(양양대교) s to 130107#09,13,1301,
562,130107#09,포월천합류전 n to 130107#10,13,1301,
563,130107#10,양양남대천 n to 000000#01,13,1301,
564,130201#01,신왕천합류전 n to 130201#03,13,1302,
565,130201#02,신왕천 n to 130201#03,13,1302,
566,130201#03,강릉시(송림교) s to 130201#04,13,1302,
567,130201#04,연곡천 n to 000000#03,13,1302,
568,130203#01,왕산천합류전 n to 130203#03,13,1302,
569,130203#02,왕산천 n to 130203#03,13,1302,
570,130203#03,오봉저수지 f to 130204#01,13,1302,
571,130204#01,지류1합류전 n to 130204#03,13,1302,
572,130204#02,지류1 n to 130204#03,13,1302,
573,130204#03,강릉시(회산교) s to 130204#04,13,1302,
574,130204#04,섬석천합류전 n to 130204#11,13,1302,
575,130204#05,장현저수지 n to 130204#08,13,1302,
576,130204#06,어단천합류전 n to 130204#07,13,1302,
577,130204#07,어단천 n to 130204#08,13,1302,
578,130204#08,금광천합류전 n to 130204#10,13,1302,
579,130204#09,금광천 n to 130204#10,13,1302,
580,130204#10,섬석천 n to 130204#11,13,1302,
581,130204#11,강릉남대천 n to 000000#03,13,1302,
582,130207#01,신흥천합류전 n to 130207#04,13,1302,
583,130207#02,달방댐 f to 130207#03,13,1302,
584,130207#03,신흥천 n to 130207#04,13,1302,
585,130207#04,동해시(북평교) s to 130207#05,13,1302,
586,130207#05,전천 n to 000000#04,13,1302,
587,130301#01,삼척오십천상류 n to 130302#01,13,1303,
588,130302#01,천기천합류전 n to 130302#03,13,1303,
589,130302#02,천기천 n to 130302#03,13,1303,
590,130302#03,삼척시(상정교) s to 130302#04,13,1303,
591,130302#04,강원남부로(무사리) n to 130302#05,13,1303,
592,130302#05,삼척시(오십천교) s to 130302#06,13,1303,
593,130302#06,삼천오십천하류 n to 000000#05,13,1303,
594,130305#01,삼척시(남양촌교) s to 130305#02,13,1303,
595,130305#02,가곡천 n to 000000#06,13,1303,
596,200101#01,태백시(문화교) s to 200101#03,20,2001,
597,200101#02,태백시(루사교) s to 200101#03,20,2001,
598,200101#03,황지천 n to 200102#01,20,2001,
599,200102#01,봉화군(대현교) s to 200102#02,20,2001,
600,200102#02,낙동강상류 n to 200103#03,20,2001,
601,200103#01,봉화군(광회교) s to 200103#02,20,2001,
602,200103#02,회룡천 n to 200103#03,20,2001,
603,200103#03,봉화군(분천교) s to 200103#04,20,2001,
604,200103#04,봉화군(현동교) s to 200105#01,20,2001,
605,200104#01,현동천 n to 200105#01,20,2001,
606,200105#01,봉화군(임기리) s to 200105#02,20,2001,
607,200105#02,재산천합류전 n to 200106#03,20,2001,
608,200106#01,동면저수지 f to 200106#02,20,2001,
609,200106#02,재산천 n to 200106#03,20,2001,
610,200106#03,운곡천합류전 n to 200108#01,20,2001,
611,200107#01,봉화군(도천교) s to 200108#01,20,2001,
612,200108#01,봉화군(풍호리) s to 200108#02,20,2001,
613,200108#02,봉화군(양삼교) s to 200108#03,20,2001,
614,200108#03,도산수위표 n to 200109#01,20,2001,
615,200109#01,안동댐상류 n to 200111#01,20,2001,
616,200110#01,동계천 n to 200111#02,20,2001,
617,200111#01,동계천합류전 n to 200111#03,20,2001,
618,200111#02,동계천 n to 200111#03,20,2001,
619,200111#03,안동댐 f to 200112#01,20,2001,
620,200112#01,안동조정지 f to 200304#01,20,2001,
621,200201#01,반변천상류 n to 200203#01,20,2002,
622,200202#01,장파천 n to 200203#01,20,2002,
623,200203#01,영양군(양평교) s to 200203#02,20,2002,
624,200203#02,동천합류전 n to 200205#01,20,2002,
625,200204#01,영양군(임천교) s to 200204#02,20,2002,
626,200204#02,동천 n to 200205#01,20,2002,
627,200205#01,영양군(청암교) s to 200205#02,20,2002,
628,200205#02,영양군(흥구교) s to 200207#01,20,2002,
629,200206#01,화매천 n to 200207#01,20,2002,
630,200207#01,영양군(흥구리) s to 200207#02,20,2002,
631,200207#02,서시천합류전 n to 200207#06,20,2002,
632,200207#03,갈평저수지 f to 200207#04,20,2002,
633,200207#04,고현저수지 f to 200207#05,20,2002,
634,200207#05,서시천 n to 200207#06,20,2002,
635,200207#06,청송군(광덕교) s to 200207#07,20,2002,
636,200207#07,임하댐상류 n to 200211#01,20,2002,
637,200208#01,구천저수지 f to 200208#02,20,2002,
638,200208#02,용전천상류 n to 200209#01,20,2002,
639,200209#01,괘천합류후 n to 200210#01,20,2002,
640,200210#01,청송군(덕천교) s to 200210#02,20,2002,
641,200210#02,청송군(송강2교) s to 200210#03,20,2002,
642,200210#03,용전천하류 n to 200211#01,20,2002,
643,200211#01,임하댐 f to 200216#01,20,2002,
644,200212#01,성덕댐 f to 200213#01,20,2002,
645,200213#01,청송군(명당리) s to 200213#02,20,2002,
646,200213#02,눌인천합류전 n to 200213#05,20,2002,
647,200213#03,포항시(상사4교) s to 200213#04,20,2002,
648,200213#04,눌인천 n to 200213#05,20,2002,
649,200213#05,길안천상류 n to 200214#01,20,2002,
650,200214#01,안동시(대사3교) s to 200214#02,20,2002,
651,200214#02,안동시(묵계교) s to 200215#01,20,2002,
652,200215#01,안동시(신덕교) s to 200215#02,20,2002,
653,200215#02,길안천하류 n to 200216#02,20,2002,
654,200216#01,임하조정지 f to 200216#02,20,2002,
655,200216#02,안동시(포진교) s to 200216#03,20,2002,
656,200216#03,반변천하류 n to 200304#01,20,2002,
657,200301#01,송야천 n to 200304#03,20,2003,
658,200302#01,금봉저수지(의성) f to 200302#02,20,2003,
659,200302#02,미천상류 n to 200303#01,20,2003,
660,200303#01,안동시(운산리) s to 200303#02,20,2003,
661,200303#02,안동시(검암교) s to 200304#04,20,2003,
662,200304#01,안동시(안동대교) s to 200304#02,20,2003,
663,200304#02,송야천합류전 n to 200304#03,20,2003,
664,200304#03,미천합류전 n to 200304#04,20,2003,
665,200304#04,안동댐역조정지하류 n to 200306#01,20,2003,
666,200305#01,만운저수지 f to 200305#02,20,2003,
667,200305#02,신역천 n to 200306#01,20,2003,
668,200306#01,예천군(구담교) s to 200306#02,20,2003,
669,200306#02,광산천합류전 n to 200308#01,20,2003,
670,200307#01,광산천 n to 200308#01,20,2003,
671,200308#01,의성군(풍지교) s to 200308#02,20,2003,
672,200308#02,내성천합류전 n to 200701#01,20,2003,
673,200401#01,낙화암천 n to 200402#09,20,2004,
674,200402#01,가계천합류전 n to 200402#07,20,2004,
675,200402#02,금봉저수지(봉화) f to 200402#03,20,2004,
676,200402#03,창평천합류전 n to 200402#06,20,2004,
677,200402#04,창평저수지 f to 200402#05,20,2004,
678,200402#05,창평천 n to 200402#06,20,2004,
679,200402#06,가계천 n to 200402#07,20,2004,
680,200402#07,봉화군(봉화대교) s to 200402#08,20,2004,
681,200402#08,낙화암천합류전 n to 200402#09,20,2004,
682,200402#09,영주시(신암교) s to 200402#10,20,2004,
683,200402#10,내성천상류 n to 200404#01,20,2004,
684,200403#01,토일천 n to 200404#01,20,2004,
685,200404#01,영주댐 f to 200408#01,20,2004,
686,200405#01,삼가저수지 f to 200405#02,20,2004,
687,200405#02,서천상류 n to 200407#01,20,2004,
688,200406#01,단산저수지 f to 200406#02,20,2004,
689,200406#02,죽계천 n to 200407#01,20,2004,
690,200407#01,영주시(월호교) s to 200407#02,20,2004,
691,200407#02,서천하류 n to 200408#03,20,2004,
692,200408#01,영주시(미림교) s to 200408#02,20,2004,
693,200408#02,서천합류전 n to 200408#03,20,2004,
694,200408#03,영주시(석탑교) s to 200408#04,20,2004,
695,200408#04,내성천중류 n to 200410#01,20,2004,
696,200409#01,옥계천 n to 200410#01,20,2004,
697,200410#01,예천군(미호교) s to 200410#02,20,2004,
698,200410#02,예천군(고평교) s to 200417#01,20,2004,
699,200411#01,한천상류 n to 200412#03,20,2004,
700,200412#01,운암저수지 f to 200412#02,20,2004,
701,200412#02,금곡천 n to 200412#03,20,2004,
702,200412#03,예천군(신예천교) s to 200413#01,20,2004,
703,200413#01,한천하류 n to 200417#02,20,2004,
704,200414#01,경천댐 f to 200416#01,20,2004,
705,200415#01,대하리천 n to 200416#02,20,2004,
706,200416#01,대하리천합류전 n to 200416#02,20,2004,
707,200416#02,예천군(산양교) s to 200416#03,20,2004,
708,200416#03,금천 n to 200417#05,20,2004,
709,200417#01,한천합류전 n to 200417#02,20,2004,
710,200417#02,예천군(신음리) s to 200417#03,20,2004,
711,200417#03,예천군(회룡교) s to 200417#04,20,2004,
712,200417#04,금천합류전 n to 200417#05,20,2004,
713,200417#05,내성천하류 n to 200701#01,20,2004,
714,200501#01,영강상류 n to 200502#01,20,2005,
715,200502#01,문경시(갈마교) s to 200502#02,20,2005,
716,200502#02,영강중류 n to 200504#01,20,2005,
717,200503#01,조령천 n to 200504#01,20,2005,
718,200504#01,문경시(불정동) s to 200504#02,20,2005,
719,200504#02,점촌수위표 n to 200507#01,20,2005,
720,200505#01,상주시(상우교) s to 200505#02,20,2005,
721,200505#02,이안천상류 n to 200506#01,20,2005,
722,200506#01,지평천합류전 n to 200506#03,20,2005,
723,200506#02,지평저수지 f to 200506#03,20,2005,
724,200506#03,상주시(이안교) s to 200506#04,20,2005,
725,200506#04,이안천하류 n to 200507#03,20,2005,
726,200507#01,문경시(김용리) s to 200507#02,20,2005,
727,200507#02,이안천합류전 n to 200507#03,20,2005,
728,200507#03,영강하류 n to 200702#01,20,2005,
729,200601#01,상주시(소천2교) s to 200601#02,20,2006,
730,200601#02,상주시(화계교) s to 200601#03,20,2006,
731,200601#03,병성천상류 n to 200603#01,20,2006,
732,200602#01,상주시(후천교) s to 200602#02,20,2006,
733,200602#02,북천 n to 200603#01,20,2006,
734,200603#01,동천합류전 n to 200603#04,20,2006,
735,200603#02,오태저수지 f to 200603#03,20,2006,
736,200603#03,동천 n to 200603#04,20,2006,
737,200603#04,상주시(병성교) s to 200603#05,20,2006,
738,200603#05,병성천하류 n to 200703#01,20,2006,
739,200701#01,문경시(이목리) s to 200701#02,20,2007,
740,200701#02,문경시(말응리) s to 200701#03,20,2007,
741,200701#03,영강합류전 n to 200702#01,20,2007,
742,200702#01,예천군(상풍교) s to 200702#02,20,2007,
743,200702#02,상주보 f to 200703#01,20,2007,
744,200703#01,상주시(강창교) s to 200703#02,20,2007,
745,200703#02,위천합류전 n to 200901#01,20,2007,
746,200801#01,군위군(동곡교) s to 200801#02,20,2008,
747,200801#02,군위댐 f to 200802#01,20,2008,
748,200802#01,군위군(화수교) s to 200802#02,20,2008,
749,200802#02,군위군(미성교) s to 200803#01,20,2008,
750,200803#01,군위군(병수리) s to 200805#01,20,2008,
751,200804#01,군위군(효령교) s to 200804#02,20,2008,
752,200804#02,남천 n to 200805#01,20,2008,
753,200805#01,군위군(무성리) s to 200805#02,20,2008,
754,200805#02,의성군(동부교) s to 200805#03,20,2008,
755,200805#03,쌍계천합류전 n to 200809#01,20,2008,
756,200806#01,사미천합류전 n to 200806#04,20,2008,
757,200806#02,가음저수지 f to 200806#03,20,2008,
758,200806#03,사미천 n to 200806#04,20,2008,
759,200806#04,의성군(덕은교) s to 200806#05,20,2008,
760,200806#05,쌍계천상류 n to 200808#01,20,2008,
761,200807#01,의성군(구미교) s to 200808#01,20,2008,
762,200808#01,쌍계천하류 n to 200809#01,20,2008,
763,200809#01,의성군(장송교) s to 200809#02,20,2008,
764,200809#02,의성군(비안교) s to 200809#03,20,2008,
765,200809#03,비산천합류전 n to 200809#06,20,2008,
766,200809#04,조성저수지 f to 200809#05,20,2008,
767,200809#05,비산천 n to 200809#06,20,2008,
768,200809#06,의성군(용곡리) s to 200810#01,20,2008,
769,200810#01,위천 n to 200901#01,20,2008,
770,200901#01,낙단보 f to 200902#01,20,2009,
771,200902#01,의성군(낙단교) s to 200902#02,20,2009,
772,200902#02,구미시(일선교) s to 200902#03,20,2009,
773,200902#03,구미보 f to 201101#01,20,2009,
774,201001#01,김천시(수달교) s to 201001#02,20,2010,
775,201001#02,김천부항댐 f to 201002#02,20,2010,
776,201002#01,부항천합류전 n to 201002#03,20,2010,
777,201002#02,부항천 n to 201002#03,20,2010,
778,201002#03,감천상류 n to 201003#01,20,2010,
779,201003#01,김천시(교리교) s to 201003#02,20,2010,
780,201003#02,김천시(지품교) s to 201003#03,20,2010,
781,201003#03,감천중류 n to 201005#01,20,2010,
782,201004#01,직지사천 n to 201005#04,20,2010,
783,201007#01,율곡천 n to 201005#05,20,2010,
784,201005#01,대방천합류후 n to 201005#02,20,2010,
785,201005#02,김천시(김천교) s to 201005#03,20,2010,
786,201005#03,직지사천합류전 n to 201005#04,20,2010,
787,201005#04,아천합류전 n to 201005#05,20,2010,
788,201005#05,김천수위표 n to 201008#01,20,2010,
789,201006#01,아천 n to 201005#05,20,2010,
790,201008#01,김천시(대동교) s to 201008#02,20,2010,
791,201008#02,대천합류전 n to 201008#05,20,2010,
792,201008#03,옥성저수지 f to 201008#04,20,2010,
793,201008#04,대천 n to 201008#05,20,2010,
794,201008#05,구미시(선주교) s to 201008#06,20,2010,
795,201008#06,감천하류 n to 201101#02,20,2010,
796,201101#01,감천합류전 n to 201101#02,20,2011,
797,201101#02,한천합류전 n to 201103#01,20,2011,
798,201102#01,구미시(양포교) s to 201102#02,20,2011,
799,201102#02,한천 n to 201103#01,20,2011,
800,201103#01,구미시(구미대교) s to 201103#02,20,2011,
801,201103#02,칠곡보 f to 201104#01,20,2011,
802,201104#01,칠곡군(호국의다리) s to 201104#02,20,2011,
803,201104#02,성주군(성주대교) s to 201104#03,20,2011,
804,201104#03,성주수위표 n to 201108#01,20,2011,
805,201105#01,백천상류 n to 201107#01,20,2011,
806,201106#01,봉학저수지 f to 201106#02,20,2011,
807,201106#02,이천 n to 201107#01,20,2011,
808,201107#01,성주군(도성교) s to 201107#02,20,2011,
809,201107#02,백천하류 n to 201108#01,20,2011,
810,201108#01,대구시(매곡리) s to 201108#02,20,2011,
811,201108#02,강정고령보 f to 201402#01,20,2011,
812,201201#01,영천댐 f to 201202#01,20,2012,
813,201202#01,임고천합류전 n to 201202#04,20,2012,
814,201202#02,임고저수지 f to 201202#03,20,2012,
815,201202#03,임고천 n to 201202#04,20,2012,
816,201202#04,영천시(단포교) s to 201202#05,20,2012,
817,201202#05,자호천 n to 201206#01,20,2012,
818,201203#01,고촌천 n to 201206#01,20,2012,
819,201204#01,영천시(굼이교) s to 201204#02,20,2012,
820,201204#02,보현산댐 f to 201204#03,20,2012,
821,201204#03,영천시(자천교) s to 201204#04,20,2012,
822,201204#04,고현천 n to 201205#02,20,2012,
823,201205#01,고현천합류전 n to 201205#02,20,2012,
824,201205#02,영천시(영양교) s to 201205#03,20,2012,
825,201205#03,신령천 n to 201206#03,20,2012,
826,201206#01,영천시(영동교) s to 201206#02,20,2012,
827,201206#02,신령천합류전 n to 201206#03,20,2012,
828,201206#03,북안천합류전 n to 201206#05,20,2012,
829,201206#04,북안천 n to 201206#05,20,2012,
830,201206#05,금호강시점 n to 201207#01,20,2012,
831,201207#01,영천시(금창교) s to 201207#02,20,2012,
832,201207#02,금호강상류 n to 201211#01,20,2012,
833,201208#01,청통천 n to 201211#01,20,2012,
834,201209#01,송림저수지 f to 201209#02,20,2012,
835,201209#02,경산시(압량교) s to 201209#03,20,2012,
836,201209#03,오목천 n to 201211#03,20,2012,
837,201210#01,대구시(성동교) s to 201210#02,20,2012,
838,201210#02,남천 n to 201211#05,20,2012,
839,201211#01,경산시(환상리) s to 201211#02,20,2012,
840,201211#02,오목천합류전 n to 201211#03,20,2012,
841,201211#03,대구시(안심교) s to 201211#04,20,2012,
842,201211#04,남천합류전 n to 201211#05,20,2012,
843,201211#05,동촌수위표 n to 201214#01,20,2012,
844,201212#01,공산댐 f to 201213#01,20,2012,
845,201213#01,대구시(동화교) s to 201213#02,20,2012,
846,201213#02,동화천 n to 201214#03,20,2012,
847,201214#01,대구시(신암동) s to 201214#02,20,2012,
848,201214#02,동화천합류전 n to 201214#03,20,2012,
849,201214#03,대구시(산격대교) s to 201214#04,20,2012,
850,201214#04,금호강중류 n to 201219#01,20,2012,
851,201215#01,신천상류 n to 201216#01,20,2012,
852,201216#01,대구시(성북교) s to 201216#02,20,2012,
853,201216#02,신천하류 n to 201219#01,20,2012,
854,201217#01,팔거천 n to 201219#03,20,2012,
855,201218#01,이언천 n to 201219#04,20,2012,
856,201219#01,대구시(노곡교) s to 201219#02,20,2012,
857,201219#02,팔거천합류전 n to 201219#03,20,2012,
858,201219#03,이언천합류전 n to 201219#04,20,2012,
859,201219#04,대구시(강창교) s to 201219#05,20,2012,
860,201219#05,금호강하류 n to 201402#01,20,2012,
861,201301#01,성주저수지 n to 201302#01,20,2013,
862,201302#01,성주군(가천교) s to 201302#02,20,2013,
863,201302#02,화죽천합류전 n to 201302#04,20,2013,
864,201302#03,성주군(화죽교) s to 201302#04,20,2013,
865,201302#04,대가천 n to 201303#01,20,2013,
866,201303#01,소가천합류전 n to 201303#04,20,2013,
867,201303#02,덕곡저수지 f to 201303#03,20,2013,
868,201303#03,소가천 n to 201303#04,20,2013,
869,201303#04,고령군(회천교) s to 201303#05,20,2013,
870,201303#05,회천상류 n to 201307#01,20,2013,
871,201304#01,이천천합류전 n to 201304#04,20,2013,
872,201304#02,죽전저수지 f to 201304#03,20,2013,
873,201304#03,이천천 n to 201304#04,20,2013,
874,201304#04,합천군(구정리) s to 201304#05,20,2013,
875,201304#05,가야천 n to 201306#01,20,2013,
876,201305#01,묘산천 n to 201306#01,20,2013,
877,201306#01,고령군(귀원교) s to 201306#02,20,2013,
878,201306#02,안림천 n to 201307#01,20,2013,
879,201307#01,고령군(사촌리) s to 201307#02,20,2013,
880,201307#02,고령군(도진교) s to 201307#03,20,2013,
881,201307#03,회천하류 n to 201407#03,20,2013,
882,201401#01,진천천 n to 201402#02,20,2014,
883,201402#01,진천천합류전 n to 201402#02,20,2014,
884,201402#02,대구시(사문진교) s to 201402#03,20,2014,
885,201402#03,기세곡천합류전 n to 201402#06,20,2014,
886,201402#04,옥연저수지 f to 201402#05,20,2014,
887,201402#05,기세곡천 n to 201402#06,20,2014,
888,201402#06,고령군(고령교) s to 201403#01,20,2014,
889,201403#01,달성보 f to 201404#01,20,2014,
890,201404#01,대구시(성하리) s to 201404#02,20,2014,
891,201404#02,현풍수위표 n to 201407#01,20,2014,
892,201405#01,달창저수지 n to 201406#01,20,2014,
893,201406#01,차천 n to 201407#01,20,2014,
894,201407#01,대구시(내리) s to 201407#02,20,2014,
895,201407#02,회천합류전 n to 201407#03,20,2014,
896,201407#03,합천군(율지교) s to 201407#04,20,2014,
897,201407#04,합천창녕보 f to 201701#01,20,2014,
898,201501#01,웅양저수지 f to 201501#02,20,2015,
899,201501#02,계수천 n to 201502#02,20,2015,
900,201502#01,계수천합류전 n to 201502#02,20,2015,
901,201502#02,거창군(의동교) s to 201502#03,20,2015,
902,201502#03,황강상류 n to 201505#01,20,2015,
903,201503#01,거창위천상류 n to 201504#01,20,2015,
904,201504#01,거창군(거열교) s to 201504#02,20,2015,
905,201504#02,거창위천하류 n to 201505#01,20,2015,
906,201505#01,거창군(남하교) s to 201505#02,20,2015,
907,201505#02,합천댐상류 n to 201508#01,20,2015,
908,201506#01,가북저수지 f to 201506#02,20,2015,
909,201506#02,거창군(지산교) s to 201506#03,20,2015,
910,201506#03,가천천 n to 201508#01,20,2015,
911,201507#01,합천군(술곡교) s to 201507#02,20,2015,
912,201507#02,사천천 n to 201508#02,20,2015,
913,201508#01,사천천합류전 n to 201508#02,20,2015,
914,201508#02,합천댐 f to 201601#01,20,2015,
915,201601#01,합천군(합천댐방수로) n to 201601#02,20,2016,
916,201601#02,합천조정지 f to 201601#03,20,2016,
917,201601#03,합천군(남정교) s to 201602#01,20,2016,
918,201602#01,합천수위표하류 n to 201603#01,20,2016,
919,201603#01,합천군(기리교) s to 201603#02,20,2016,
920,201603#02,합천군(황강교) s to 201604#01,20,2016,
921,201604#01,황강 n to 201701#02,20,2016,
922,201701#01,황강합류전 n to 201701#02,20,2017,
923,201701#02,합천군(적포교) s to 201701#03,20,2017,
924,201701#03,토평천합류전 n to 201701#05,20,2017,
925,201701#04,창녕군(유어교) s to 201701#05,20,2017,
926,201701#05,적포교수위표 n to 201704#01,20,2017,
927,201702#01,의령군(세간교) s to 201702#02,20,2017,
928,201702#02,유곡천 n to 201703#02,20,2017,
929,201703#01,유곡천합류전 n to 201703#02,20,2017,
930,201703#02,의령군(대곡교) s to 201703#03,20,2017,
931,201703#03,신반천 n to 201704#01,20,2017,
932,201704#01,의령군(여의리) s to 201704#02,20,2017,
933,201704#02,마수원수위표 n to 201705#01,20,2017,
934,201705#01,남강합류전 n to 202001#01,20,2017,
935,201801#01,서상저수지 f to 201801#02,20,2018,
936,201801#02,남강상류 n to 201802#01,20,2018,
937,201802#01,함양군(안의교) s to 201802#02,20,2018,
938,201802#02,함양군(금천리) s to 201802#03,20,2018,
939,201802#03,함양위천합류전 n to 201806#01,20,2018,
940,201803#01,옥계저수지 f to 201803#02,20,2018,
941,201803#02,함양군(용평리) s to 201803#03,20,2018,
942,201803#03,함양군(대웅교) s to 201806#01,20,2018,
943,201804#01,람천 n to 201805#01,20,2018,
944,201805#01,함양군(의탄리) s to 201805#02,20,2018,
945,201805#02,함양군(화촌리) s to 201805#03,20,2018,
946,201805#03,임천 n to 201806#02,20,2018,
947,201806#01,임천합류전 n to 201806#02,20,2018,
948,201806#02,산청군(고읍교) s to 201806#03,20,2018,
949,201806#03,산청군(경호교) s to 201806#04,20,2018,
950,201806#04,산청수위표 n to 201807#01,20,2018,
951,201807#01,산청군(수산교) s to 201807#02,20,2018,
952,201807#02,양천합류전 n to 201810#01,20,2018,
953,201808#01,상법천합류전 n to 201808#04,20,2018,
954,201808#02,손항저수지 f to 201808#03,20,2018,
955,201808#03,상법천 n to 201808#04,20,2018,
956,201808#04,단계천합류전 n to 201808#07,20,2018,
957,201808#05,율현저수지 f to 201808#06,20,2018,
958,201808#06,단계천 n to 201808#07,20,2018,
959,201808#07,산청군(소이교) s to 201808#08,20,2018,
960,201808#08,신등천 n to 201809#03,20,2018,
961,201809#01,합천군(소오리) s to 201809#02,20,2018,
962,201809#02,신등천합류전 n to 201809#03,20,2018,
963,201809#03,산청군(하정리) s to 201809#04,20,2018,
964,201809#04,양천 n to 201810#01,20,2018,
965,201810#01,산청군(묵곡교) s to 201810#02,20,2018,
966,201810#02,남강댐상류 n to 201814#01,20,2018,
967,201811#01,산청군(원리교) s to 201813#01,20,2018,
968,201812#01,시천천 n to 201813#01,20,2018,
969,201813#01,산청군(창촌리) s to 201813#02,20,2018,
970,201813#02,호계천합류전 n to 201813#05,20,2018,
971,201813#03,옥종저수지 f to 201813#04,20,2018,
972,201813#04,호계천 n to 201813#05,20,2018,
973,201813#05,하동군(대곡리) s to 201813#06,20,2018,
974,201813#06,덕천강하류 n to 201814#02,20,2018,
975,201814#01,덕천강합류전 n to 201814#03,20,2018,
976,201814#02,진주시(내평리) s to 201814#03,20,2018,
977,201814#03,남강댐 f to 201901#01,20,2018,
978,201901#01,진주시(장대동) s to 201901#02,20,2019,
979,201901#02,영천강합류전 n to 201903#01,20,2019,
980,201902#01,고성군(두문교) s to 201902#02,20,2019,
981,201902#02,진주시(옥산교) s to 201902#03,20,2019,
982,201902#03,영천강 n to 201903#01,20,2019,
983,201903#01,진주시(덕오리) s to 201903#02,20,2019,
984,201903#02,진주시(월강교) s to 201903#03,20,2019,
985,201903#03,반성천합류후 n to 201905#01,20,2019,
986,201904#01,반성천 n to 201905#01,20,2019,
987,201905#01,진주시(장박교) s to 201905#02,20,2019,
988,201905#02,의령군(정암교) s to 201905#03,20,2019,
989,201905#03,정암수위표 n to 201908#01,20,2019,
990,201906#01,석교천 n to 201908#01,20,2019,
991,201907#01,가례천합류전 n to 201907#04,20,2019,
992,201907#02,서암저수지 f to 201907#03,20,2019,
993,201907#03,가례천 n to 201907#04,20,2019,
994,201907#04,의령군(공단교) s to 201907#05,20,2019,
995,201907#05,의령천 n to 201908#01,20,2019,
996,201908#01,함안천합류전 n to 201910#01,20,2019,
997,201909#01,함안군(대사교) s to 201909#02,20,2019,
998,201909#02,함안군(서촌리) s to 201909#03,20,2019,
999,201909#03,함안천 n to 201910#01,20,2019,
1000,201910#01,함안군(송도교) s to 201910#02,20,2019,
1001,201910#02,의령군(성산리) s to 201910#03,20,2019,
1002,201910#03,남강하류 n to 202001#01,20,2019,
